"citizen_dr" "merch_dr" "peasants_dr"
"баранчевский" 0 0.0217271647498479 0
"всему" 0.0228407348190688 0.0130362988499087 0.0160061463602023
"гляди" 0.00326296211700982 0.0195544482748631 0.00640245854408093
"глядя" 0.00652592423401964 0.0173817317998783 0.0128049170881619
"головы" 0.00652592423401964 0.0159332541498885 0.0192073756322428
"господь" 0.0195777727020589 0.0072423882499493 0.0448172098085665
"гости" 0.0228407348190688 0.0166574929748834 0
"григорьев" 0.0815740529252455 0 0.0160061463602023
"грудь" 0.00326296211700982 0.0152090153248935 0.0256098341763237
"даром" 0.0130518484680393 0.0166574929748834 0.00960368781612139
"дмитрич" 0 0.0217271647498479 0
"знал" 0 0.0159332541498885 0.0256098341763237
"любви" 0.00652592423401964 0.0188302094498682 0.00640245854408093
"мужу" 0.00652592423401964 0.020278687099858 0
"мякишев" 0 0.0217271647498479 0
"одну" 0.00978888635102946 0.0159332541498885 0.0160061463602023
"официант" 0.0946259013932848 0.00072423882499493 0
"подает" 0.0163148105850491 0.0166574929748834 0.00640245854408093
"помню" 0.0228407348190688 0.0137605376749037 0.0128049170881619
"приедет" 0.0293666590530884 0.0144847764998986 0.00320122927204046
"руках" 0.00652592423401964 0.0159332541498885 0.0192073756322428
"садись" 0.035892583287108 0.00941510472493409 0.0192073756322428
"сделаю" 0.00326296211700982 0.0144847764998986 0.0288110634483642
"сторону" 0.00978888635102946 0.0144847764998986 0.0224086049042832
"бросается" 0.00652592423401964 0.0115878211999189 0.0352135219924451
"виновата" 0 0.0195544482748631 0.00640245854408093
"двадцать" 0.0130518484680393 0.0159332541498885 0.00960368781612139
"дорогу" 0.0163148105850491 0.0123120600249138 0.0224086049042832
"другого" 0.00326296211700982 0.0181059706248733 0.00960368781612139
"каких" 0.00652592423401964 0.0181059706248733 0.00640245854408093
"крайности" 0.0130518484680393 0.0123120600249138 0.0256098341763237
"лошадь" 0.0456814696381375 0.010139343549929 0.00320122927204046
"милая" 0 0.0195544482748631 0.00640245854408093
"отдам" 0.00326296211700982 0.0173817317998783 0.0128049170881619
"прохоров" 0.0946259013932848 0 0
"разные" 0.0261036969360786 0.0152090153248935 0
"рублей" 0 0.020278687099858 0.00320122927204046
"самого" 0.0293666590530884 0.010139343549929 0.0192073756322428
"смерть" 0.0228407348190688 0.0123120600249138 0.0160061463602023
"смотрят" 0.0261036969360786 0.0123120600249138 0.0128049170881619
"совесть" 0.00652592423401964 0.0188302094498682 0.00320122927204046
"этакой" 0.00652592423401964 0.0144847764998986 0.0224086049042832
"богом" 0.0130518484680393 0.0123120600249138 0.0224086049042832
"даст" 0.0195777727020589 0.0144847764998986 0.00640245854408093
"дворе" 0.0195777727020589 0.0137605376749037 0.00960368781612139
"девки" 0.0130518484680393 0.00579391059995944 0.0512196683526474
"друга" 0.00326296211700982 0.0173817317998783 0.00960368781612139
"жениться" 0.0456814696381375 0.010139343549929 0
"женой" 0.00978888635102946 0.0159332541498885 0.00960368781612139
"женщина" 0.00978888635102946 0.0144847764998986 0.0160061463602023
"жил" 0.0228407348190688 0.010139343549929 0.0224086049042832
"ивана" 0.0228407348190688 0.0072423882499493 0.0352135219924451
"моим" 0.0130518484680393 0.0123120600249138 0.0224086049042832
"откуда" 0.0195777727020589 0.00941510472493409 0.0288110634483642
"половой" 0 0.020278687099858 0
"рук" 0.0163148105850491 0.010139343549929 0.0288110634483642
"своему" 0.0130518484680393 0.010863582374924 0.0288110634483642
"семь" 0.0293666590530884 0.0123120600249138 0.00640245854408093
"сказала" 0.0163148105850491 0.0130362988499087 0.0160061463602023
"старости" 0.0163148105850491 0.0152090153248935 0.00640245854408093
"странница" 0.091362939276275 0 0
"ту" 0.00652592423401964 0.0137605376749037 0.0224086049042832
"чуть" 0.0130518484680393 0.0159332541498885 0.00640245854408093
"эка" 0.00326296211700982 0.0130362988499087 0.0288110634483642
"братцы" 0.0587333181061768 0.00362119412497465 0.0128049170881619
"бумагу" 0.00978888635102946 0.0159332541498885 0.00640245854408093
"воду" 0.00652592423401964 0.0144847764998986 0.0160061463602023
"всей" 0.00978888635102946 0.0123120600249138 0.0224086049042832
"голубушка" 0.0489444317551473 0.0072423882499493 0.00640245854408093
"дает" 0.0130518484680393 0.0144847764998986 0.00960368781612139
"дать" 0.00326296211700982 0.0166574929748834 0.00960368781612139
"даша" 0.0880999771592652 0 0
"деньгами" 0.0228407348190688 0.0115878211999189 0.0128049170881619
"души" 0.00978888635102946 0.010863582374924 0.0288110634483642
"жила" 0.0228407348190688 0.00869086589993916 0.0256098341763237
"иметь" 0.0163148105850491 0.0115878211999189 0.0192073756322428
"каково" 0.00326296211700982 0.0188302094498682 0
"кроме" 0 0.0188302094498682 0.00320122927204046
"моих" 0.0163148105850491 0.0137605376749037 0.00960368781612139
"однако" 0 0.0152090153248935 0.0192073756322428
"отцу" 0 0.0159332541498885 0.0160061463602023
"сердца" 0 0.0144847764998986 0.0224086049042832
"смерти" 0.0228407348190688 0.0130362988499087 0.00640245854408093
"сто" 0.0163148105850491 0.0152090153248935 0.00320122927204046
"стыд" 0.00326296211700982 0.0159332541498885 0.0128049170881619
"судить" 0.00978888635102946 0.0166574929748834 0.00320122927204046
"та" 0.035892583287108 0.00796662707494423 0.0160061463602023
"хозяина" 0.0391555454041179 0.010139343549929 0.00320122927204046
"человеку" 0.00978888635102946 0.0137605376749037 0.0160061463602023
"четыре" 0.0163148105850491 0.0159332541498885 0
"алексей" 0.0815740529252455 0 0.00320122927204046
"бабы" 0.00326296211700982 0.00869086589993916 0.041615980536526
"бежит" 0.0130518484680393 0.0123120600249138 0.0160061463602023
"большой" 0.0228407348190688 0.0137605376749037 0
"будете" 0.00652592423401964 0.0152090153248935 0.00960368781612139
"вашего" 0.0130518484680393 0.0123120600249138 0.0160061463602023
"вздор" 0 0.0181059706248733 0.00320122927204046
"видать" 0.0228407348190688 0.00869086589993916 0.0224086049042832
"времени" 0.00652592423401964 0.0152090153248935 0.00960368781612139
"вышел" 0.0228407348190688 0.0115878211999189 0.00960368781612139
"года" 0.0195777727020589 0.0130362988499087 0.00640245854408093
"дети" 0.0228407348190688 0.0130362988499087 0.00320122927204046
"думает" 0.00978888635102946 0.0137605376749037 0.0128049170881619
"елизавета" 0.0848370150422554 0 0
"знай" 0 0.0159332541498885 0.0128049170881619
"карты" 0.00978888635102946 0.00434543294996958 0.0544208976246879
"марину" 0 0.0188302094498682 0
"матвевна" 0.0848370150422554 0 0
"молча" 0.00326296211700982 0.0144847764998986 0.0160061463602023
"мужем" 0.00326296211700982 0.0166574929748834 0.00640245854408093
"окна" 0 0.0166574929748834 0.00960368781612139
"оттого" 0.00652592423401964 0.0166574929748834 0.00320122927204046
"петрович" 0.0424185075211277 0.00869086589993916 0.00320122927204046
"покорно" 0.0293666590530884 0.010863582374924 0.00640245854408093
"послушай" 0.00652592423401964 0.0137605376749037 0.0160061463602023
"пуще" 0 0.010139343549929 0.0384147512644856
"пьют" 0.0163148105850491 0.0152090153248935 0
"своими" 0.00652592423401964 0.0137605376749037 0.0160061463602023
"сделай" 0.00326296211700982 0.0137605376749037 0.0192073756322428
"скучно" 0.0130518484680393 0.0152090153248935 0.00320122927204046
"слышу" 0.035892583287108 0.010139343549929 0.00320122927204046
"сценой" 0.0195777727020589 0.0130362988499087 0.00640245854408093
"тысячи" 0.00652592423401964 0.0159332541498885 0.00640245854408093
"хотят" 0.00326296211700982 0.0152090153248935 0.0128049170881619
"яковлевна" 0.0848370150422554 0 0
"вино" 0.00652592423401964 0.0130362988499087 0.0160061463602023
"глазах" 0.00978888635102946 0.0137605376749037 0.00960368781612139
"делу" 0.0130518484680393 0.0130362988499087 0.00960368781612139
"иди" 0.00652592423401964 0.0152090153248935 0.00640245854408093
"лиза" 0 0.0173817317998783 0.00320122927204046
"между" 0.00326296211700982 0.0130362988499087 0.0192073756322428
"мир" 0 0.0166574929748834 0.00640245854408093
"молчанову" 0 0.0181059706248733 0
"нашу" 0.0293666590530884 0.010863582374924 0.00320122927204046
"никоныч" 0.0815740529252455 0 0
"обращаясь" 0.00978888635102946 0.00506967177496451 0.048018439080607
"опосля" 0.055470355989167 0.00144847764998986 0.0192073756322428
"понимаешь" 0.0163148105850491 0.0130362988499087 0.00640245854408093
"почем" 0.0130518484680393 0.0144847764998986 0.00320122927204046
"прохор" 0.0815740529252455 0 0
"пять" 0.0228407348190688 0.0130362988499087 0
"разбойник" 0.0163148105850491 0.0123120600249138 0.00960368781612139
"серега" 0.0815740529252455 0 0
"сказано" 0.0163148105850491 0.0130362988499087 0.00640245854408093
"слышал" 0.00978888635102946 0.0152090153248935 0.00320122927204046
"стала" 0.00652592423401964 0.0115878211999189 0.0224086049042832
"станет" 0.00978888635102946 0.0130362988499087 0.0128049170881619
"становится" 0.00978888635102946 0.010863582374924 0.0224086049042832
"степан" 0.0130518484680393 0.0152090153248935 0
"суда" 0.00326296211700982 0.0159332541498885 0.00640245854408093
"феклуша" 0 0.0181059706248733 0
"хотела" 0.00978888635102946 0.0144847764998986 0.00640245854408093
"честной" 0.00326296211700982 0.00362119412497465 0.0608233561687688
"честь" 0.0130518484680393 0.010863582374924 0.0192073756322428
"шестое" 0 0.0166574929748834 0.00640245854408093
"баба" 0.0163148105850491 0.00506967177496451 0.0384147512644856
"барыня" 0.0293666590530884 0.010139343549929 0.00320122927204046
"ваня" 0 0.0173817317998783 0
"ваш" 0.00326296211700982 0.0130362988499087 0.0160061463602023
"ваши" 0.00978888635102946 0.0123120600249138 0.0128049170881619
"везде" 0.00326296211700982 0.0137605376749037 0.0128049170881619
"видал" 0.00978888635102946 0.0130362988499087 0.00960368781612139
"вперед" 0 0.0159332541498885 0.00640245854408093
"выходят" 0.00652592423401964 0.0159332541498885 0
"голоса" 0.00326296211700982 0.010863582374924 0.0256098341763237
"грехи" 0.0195777727020589 0.0072423882499493 0.0256098341763237
"гришка" 0 0.0173817317998783 0
"гулять" 0.0163148105850491 0.010863582374924 0.0128049170881619
"другую" 0.00652592423401964 0.0144847764998986 0.00640245854408093
"думала" 0.00978888635102946 0.0137605376749037 0.00640245854408093
"иванушка" 0 0.0123120600249138 0.0224086049042832
"изволите" 0 0.0137605376749037 0.0160061463602023
"курицын" 0 0.0173817317998783 0
"макарка" 0.0783110908082357 0 0
"матрену" 0.00326296211700982 0 0.0736282732569307
"могут" 0.0195777727020589 0.0115878211999189 0.00640245854408093
"моему" 0.0130518484680393 0.010863582374924 0.0160061463602023
"немного" 0 0.0130362988499087 0.0192073756322428
"ночи" 0.0163148105850491 0.0115878211999189 0.00960368781612139
"отдать" 0.00652592423401964 0.0144847764998986 0.00640245854408093
"разговору" 0.0195777727020589 0.0123120600249138 0.00320122927204046
"разумеется" 0.00326296211700982 0.0159332541498885 0.00320122927204046
"садятся" 0.00978888635102946 0.0144847764998986 0.00320122927204046
"самый" 0.0130518484680393 0.0130362988499087 0.00640245854408093
"свету" 0.0163148105850491 0.0115878211999189 0.00960368781612139
"совершенно" 0 0.0072423882499493 0.0448172098085665
"стали" 0.0195777727020589 0.0072423882499493 0.0256098341763237
"твоего" 0.0228407348190688 0.00651814942495437 0.0256098341763237
"толковать" 0.00326296211700982 0.0144847764998986 0.00960368781612139
"уйду" 0.00652592423401964 0.0144847764998986 0.00640245854408093
"ушла" 0.00652592423401964 0.0152090153248935 0.00320122927204046
"фабричный" 0.00978888635102946 0.0152090153248935 0
"целый" 0.0130518484680393 0.0130362988499087 0.00640245854408093
"экой" 0.0293666590530884 0.00506967177496451 0.0256098341763237
"воле" 0.00326296211700982 0.0115878211999189 0.0192073756322428
"вынимает" 0 0.0159332541498885 0.00320122927204046
"гаврилович" 0.0750481286912259 0 0
"говорила" 0 0.0137605376749037 0.0128049170881619
"говорили" 0.0293666590530884 0.010139343549929 0
"громко" 0.00326296211700982 0.0137605376749037 0.00960368781612139
"десять" 0.00652592423401964 0.0152090153248935 0
"добрые" 0.00326296211700982 0.00941510472493409 0.0288110634483642
"домна" 0.0750481286912259 0 0
"другие" 0.00652592423401964 0.0123120600249138 0.0128049170881619
"кончено" 0.0293666590530884 0.00941510472493409 0.00320122927204046
"кричит" 0.0195777727020589 0.010863582374924 0.00640245854408093
"любезный" 0.00652592423401964 0.010863582374924 0.0192073756322428
"маша" 0 0.0166574929748834 0
"некому" 0.0195777727020589 0.010863582374924 0.00640245854408093
"обрезов" 0 0.0166574929748834 0
"петровна" 0.0685222044572062 0.00144847764998986 0
"помнишь" 0.0130518484680393 0.0123120600249138 0.00640245854408093
"сестрой" 0 0.0152090153248935 0.00640245854408093
"сидеть" 0.00652592423401964 0.0137605376749037 0.00640245854408093
"слышишь" 0.00652592423401964 0.010139343549929 0.0224086049042832
"солдаты" 0.00652592423401964 0.0152090153248935 0
"сотский" 0 0 0.0736282732569307
"счастье" 0.0163148105850491 0.010139343549929 0.0128049170881619
"тетенька" 0.0293666590530884 0.010139343549929 0
"хорош" 0.00326296211700982 0.0144847764998986 0.00640245854408093
"читает" 0.0130518484680393 0.0123120600249138 0.00640245854408093
"этак" 0.0195777727020589 0.010863582374924 0.00640245854408093
"аркадьич" 0 0.0159332541498885 0
"барина" 0.00326296211700982 0.00869086589993916 0.0288110634483642
"бери" 0.00326296211700982 0.0130362988499087 0.00960368781612139
"видели" 0.0163148105850491 0.010139343549929 0.00960368781612139
"виктор" 0 0.0159332541498885 0
"гм" 0.00652592423401964 0.010863582374924 0.0160061463602023
"делай" 0.0130518484680393 0.00941510472493409 0.0160061463602023
"дитятко" 0 0.00796662707494423 0.0352135219924451
"должна" 0.0163148105850491 0.010863582374924 0.00640245854408093
"другая" 0.0195777727020589 0.010863582374924 0.00320122927204046
"живу" 0.00326296211700982 0.010863582374924 0.0192073756322428
"землю" 0.0163148105850491 0.0072423882499493 0.0224086049042832
"именно" 0.0228407348190688 0.00796662707494423 0.0128049170881619
"мог" 0.00978888635102946 0.010863582374924 0.0128049170881619
"начинает" 0.00326296211700982 0.00289695529997972 0.0544208976246879
"неужели" 0.00978888635102946 0.0130362988499087 0.00320122927204046
"никаких" 0.0163148105850491 0.0115878211999189 0.00320122927204046
"подай" 0 0.0144847764998986 0.00640245854408093
"пойдешь" 0.0163148105850491 0.00941510472493409 0.0128049170881619
"пор" 0 0.0137605376749037 0.00960368781612139
"пройдет" 0.0130518484680393 0.00941510472493409 0.0160061463602023
"пускай" 0.00326296211700982 0.010139343549929 0.0224086049042832
"родная" 0.00978888635102946 0.010863582374924 0.0128049170881619
"сделаешь" 0.0228407348190688 0.00796662707494423 0.0128049170881619
"сделали" 0.00978888635102946 0.010139343549929 0.0160061463602023
"седьмое" 0 0.0152090153248935 0.00320122927204046
"сидят" 0.0195777727020589 0.00941510472493409 0.00960368781612139
"стола" 0.00978888635102946 0.010139343549929 0.0160061463602023
"строго" 0.0163148105850491 0.0115878211999189 0.00320122927204046
"той" 0.0130518484680393 0.00941510472493409 0.0160061463602023
"уже" 0.00978888635102946 0.0130362988499087 0.00320122927204046
"хлеб" 0.0228407348190688 0.0072423882499493 0.0160061463602023
"хорошего" 0.00652592423401964 0.0130362988499087 0.00640245854408093
"части" 0.0424185075211277 0.00434543294996958 0.00960368781612139
"антон" 0.0685222044572062 0 0
"антоновна" 0 0.0152090153248935 0
"барышня" 0.0261036969360786 0.00941510472493409 0
"бежать" 0.00978888635102946 0.00941510472493409 0.0160061463602023
"божий" 0.00652592423401964 0.0072423882499493 0.0288110634483642
"велика" 0.00652592423401964 0.010863582374924 0.0128049170881619
"дайте" 0.00326296211700982 0.010863582374924 0.0160061463602023
"дам" 0.00652592423401964 0.0115878211999189 0.00960368781612139
"жениха" 0.0261036969360786 0.00796662707494423 0.00640245854408093
"живут" 0.00652592423401964 0.0130362988499087 0.00320122927204046
"житье" 0.00652592423401964 0.0137605376749037 0
"закон" 0 0.0144847764998986 0.00320122927204046
"иду" 0.0130518484680393 0.0123120600249138 0
"каждый" 0.00978888635102946 0.010863582374924 0.00960368781612139
"лавку" 0.0130518484680393 0.00579391059995944 0.0288110634483642
"любила" 0 0.0137605376749037 0.00640245854408093
"маиор" 0.0685222044572062 0 0
"нашел" 0.00978888635102946 0.00869086589993916 0.0192073756322428
"наших" 0.00326296211700982 0.0123120600249138 0.00960368781612139
"одному" 0.00326296211700982 0.010863582374924 0.0160061463602023
"окромя" 0.0228407348190688 0.00579391059995944 0.0192073756322428
"перестань" 0 0.0115878211999189 0.0160061463602023
"песни" 0.0130518484680393 0.010139343549929 0.00960368781612139
"платье" 0.00978888635102946 0.010863582374924 0.00960368781612139
"показывает" 0.0163148105850491 0.010863582374924 0.00320122927204046
"показывается" 0.0195777727020589 0.00796662707494423 0.0128049170881619
"полноте" 0.0228407348190688 0.0072423882499493 0.0128049170881619
"поскорей" 0.00978888635102946 0.0115878211999189 0.00640245854408093
"посмотри" 0.00326296211700982 0.0123120600249138 0.00960368781612139
"прикажете" 0.00326296211700982 0.0144847764998986 0
"примерно" 0.00652592423401964 0.0137605376749037 0
"сделает" 0.00978888635102946 0.00506967177496451 0.0352135219924451
"слезами" 0.00652592423401964 0.00941510472493409 0.0192073756322428
"сне" 0.0163148105850491 0.010139343549929 0.00640245854408093
"ставит" 0.00652592423401964 0.0130362988499087 0.00320122927204046
"старуха" 0.00326296211700982 0.00289695529997972 0.0512196683526474
"старый" 0.0130518484680393 0.00651814942495437 0.0256098341763237
"степка" 0.0652592423401964 0.00072423882499493 0
"судырь" 0 0 0.0672258147128497
"тысяч" 0 0.0144847764998986 0.00320122927204046
"убил" 0.00978888635102946 0.00651814942495437 0.0288110634483642
"хороший" 0.00326296211700982 0.0130362988499087 0.00640245854408093
"целуются" 0.00652592423401964 0.0137605376749037 0
"э" 0.00326296211700982 0.0115878211999189 0.0128049170881619
"благодарю" 0.0163148105850491 0.010139343549929 0.00320122927204046
"бояться" 0.00326296211700982 0.0115878211999189 0.00960368781612139
"ваших" 0.00652592423401964 0.00941510472493409 0.0160061463602023
"вели" 0.00326296211700982 0.0130362988499087 0.00320122927204046
"вовсе" 0 0.0137605376749037 0.00320122927204046
"возьмет" 0.0163148105850491 0.00941510472493409 0.00640245854408093
"воли" 0.0130518484680393 0.00941510472493409 0.00960368781612139
"голосов" 0 0.00217271647498479 0.0544208976246879
"городу" 0.00326296211700982 0.0137605376749037 0
"горя" 0.00978888635102946 0.00869086589993916 0.0160061463602023
"должны" 0.0130518484680393 0.00941510472493409 0.00960368781612139
"дороге" 0.0195777727020589 0.00869086589993916 0.00640245854408093
"ждать" 0 0.010139343549929 0.0192073756322428
"живем" 0.0163148105850491 0.00796662707494423 0.0128049170881619
"здравствуй" 0.00978888635102946 0.00869086589993916 0.0160061463602023
"знали" 0 0.0137605376749037 0.00320122927204046
"известное" 0.00326296211700982 0.0137605376749037 0
"катя" 0 0.0144847764998986 0
"кондратий" 0.0652592423401964 0 0
"лес" 0.0261036969360786 0.00579391059995944 0.0128049170881619
"людям" 0 0.0123120600249138 0.00960368781612139
"матрене" 0.00326296211700982 0.00217271647498479 0.0512196683526474
"минуту" 0.00652592423401964 0.0123120600249138 0.00320122927204046
"москву" 0.0163148105850491 0.00941510472493409 0.00640245854408093
"налево" 0.00978888635102946 0.0072423882499493 0.0224086049042832
"нарочно" 0 0.0130362988499087 0.00640245854408093
"особенно" 0 0.0137605376749037 0.00320122927204046
"оставьте" 0 0.0130362988499087 0.00640245854408093
"отвечать" 0.00652592423401964 0.00796662707494423 0.0224086049042832
"отсюда" 0.0195777727020589 0.00941510472493409 0.00320122927204046
"плакать" 0 0.010139343549929 0.0192073756322428
"подходя" 0 0.010863582374924 0.0160061463602023
"приехали" 0.0326296211700982 0.0072423882499493 0
"проклятая" 0 0.00217271647498479 0.0544208976246879
"рад" 0.00326296211700982 0.0115878211999189 0.00960368781612139
"слов" 0.00652592423401964 0.00941510472493409 0.0160061463602023
"смеются" 0.0326296211700982 0.00651814942495437 0.00320122927204046
"сцена" 0.00652592423401964 0.010139343549929 0.0128049170881619
"твоему" 0.00326296211700982 0.0123120600249138 0.00640245854408093
"тьфу" 0.0293666590530884 0.0072423882499493 0.00320122927204046
"удовольствие" 0.00978888635102946 0.010863582374924 0.00640245854408093
"умирать" 0.00652592423401964 0.0123120600249138 0.00320122927204046
"хлынова" 0 0.0144847764998986 0
"часы" 0.00326296211700982 0.0137605376749037 0
"беги" 0 0.0123120600249138 0.00640245854408093
"беспременно" 0.0163148105850491 0.00941510472493409 0.00320122927204046
"взяли" 0.00978888635102946 0.0115878211999189 0
"видите" 0.00652592423401964 0.0115878211999189 0.00320122927204046
"вишь" 0.0522073938721571 0 0.00960368781612139
"возвращается" 0.0130518484680393 0.010139343549929 0.00320122927204046
"восьмое" 0 0.0130362988499087 0.00320122927204046
"выпью" 0 0.0130362988499087 0.00320122927204046
"вышла" 0.0130518484680393 0.010863582374924 0
"гитару" 0.00326296211700982 0.0130362988499087 0
"глазами" 0.00326296211700982 0.010139343549929 0.0128049170881619
"дверях" 0.0326296211700982 0.00506967177496451 0.00640245854408093
"делают" 0 0.0130362988499087 0.00320122927204046
"дмитриевна" 0.0619962802231866 0 0
"думал" 0.00326296211700982 0.00941510472493409 0.0160061463602023
"елена" 0.0619962802231866 0 0
"желаю" 0.00326296211700982 0.00796662707494423 0.0224086049042832
"жены" 0 0.0115878211999189 0.00960368781612139
"задумывается" 0.00326296211700982 0.0130362988499087 0
"здоровье" 0.0130518484680393 0.010863582374924 0
"знают" 0.00652592423401964 0.0115878211999189 0.00320122927204046
"избу" 0.00652592423401964 0.00434543294996958 0.0352135219924451
"капитал" 0.0326296211700982 0.00651814942495437 0
"комнате" 0.00326296211700982 0.010863582374924 0.00960368781612139
"кровь" 0.0130518484680393 0.00579391059995944 0.0224086049042832
"купца" 0.00978888635102946 0.010139343549929 0.00640245854408093
"лежит" 0.00326296211700982 0.00651814942495437 0.0288110634483642
"лошади" 0.0163148105850491 0.00869086589993916 0.00640245854408093
"наконец" 0 0.0072423882499493 0.0288110634483642
"напрасно" 0.00326296211700982 0.0130362988499087 0
"нашли" 0.00978888635102946 0.00941510472493409 0.00960368781612139
"николавна" 0 0.0137605376749037 0
"обо" 0.00978888635102946 0.010139343549929 0.00640245854408093
"охота" 0 0.0115878211999189 0.00960368781612139
"рада" 0.00326296211700982 0.0115878211999189 0.00640245854408093
"ради" 0.00652592423401964 0.00651814942495437 0.0256098341763237
"сделайте" 0.0130518484680393 0.00796662707494423 0.0128049170881619
"слушаю" 0.0261036969360786 0.00651814942495437 0.00640245854408093
"собою" 0.00652592423401964 0.010863582374924 0.00640245854408093
"тех" 0 0.0123120600249138 0.00640245854408093
"убегает" 0.00326296211700982 0.0115878211999189 0.00640245854408093
"улице" 0.00978888635102946 0.010139343549929 0.00640245854408093
"умереть" 0.0293666590530884 0.0072423882499493 0
"умею" 0.00978888635102946 0.010139343549929 0.00640245854408093
"ходят" 0.00978888635102946 0.0115878211999189 0
"чужой" 0.00652592423401964 0.00869086589993916 0.0160061463602023
"шишгалев" 0 0.0137605376749037 0
"i" 0.035892583287108 0.00217271647498479 0.0128049170881619
"баунька" 0 0 0.0576221268967283
"бубен" 0.0489444317551473 0.00217271647498479 0
"ванюха" 0 0 0.0576221268967283
"вашу" 0.0130518484680393 0.00869086589993916 0.00640245854408093
"ведет" 0.00326296211700982 0.0115878211999189 0.00320122927204046
"верочка" 0.0587333181061768 0 0
"всеми" 0.00326296211700982 0.00941510472493409 0.0128049170881619
"глазу" 0 0.00434543294996958 0.0384147512644856
"готов" 0.00652592423401964 0.00796662707494423 0.0160061463602023
"двора" 0.00652592423401964 0.0115878211999189 0
"дочка" 0.0195777727020589 0.00579391059995944 0.0128049170881619
"дочку" 0 0.00506967177496451 0.0352135219924451
"дробадонова" 0 0.0130362988499087 0
"знала" 0 0.0115878211999189 0.00640245854408093
"изволь" 0.00326296211700982 0.010139343549929 0.00960368781612139
"искать" 0.00326296211700982 0.00941510472493409 0.0128049170881619
"кавалер" 0.0195777727020589 0.00869086589993916 0
"какому" 0.0130518484680393 0.00796662707494423 0.00960368781612139
"канунников" 0 0.0130362988499087 0
"кладет" 0 0.010139343549929 0.0128049170881619
"комната" 0.0130518484680393 0.010139343549929 0
"которая" 0.00326296211700982 0.010863582374924 0.00640245854408093
"красавица" 0.0130518484680393 0.00941510472493409 0.00320122927204046
"кругом" 0.00978888635102946 0.00941510472493409 0.00640245854408093
"малость" 0.00652592423401964 0.010863582374924 0.00320122927204046
"меньше" 0.00326296211700982 0.010139343549929 0.00960368781612139
"молиться" 0.00326296211700982 0.00651814942495437 0.0256098341763237
"мужиков" 0.0163148105850491 0.00506967177496451 0.0192073756322428
"найду" 0.00652592423401964 0.00869086589993916 0.0128049170881619
"направо" 0.00652592423401964 0.00579391059995944 0.0256098341763237
"насильно" 0 0.0123120600249138 0.00320122927204046
"невеста" 0.0195777727020589 0.00506967177496451 0.0160061463602023
"непременно" 0.00326296211700982 0.0123120600249138 0
"ноне" 0.0293666590530884 0.00579391059995944 0.00320122927204046
"обидел" 0.00652592423401964 0.010863582374924 0.00320122927204046
"павлин" 0 0.0130362988499087 0
"пашка" 0.0522073938721571 0.00144847764998986 0
"перебивая" 0 0.00941510472493409 0.0160061463602023
"питер" 0.00652592423401964 0.00506967177496451 0.0288110634483642
"питере" 0.00326296211700982 0.00144847764998986 0.048018439080607
"пить" 0.0195777727020589 0.00651814942495437 0.00960368781612139
"плохо" 0.00978888635102946 0.010139343549929 0.00320122927204046
"пойдемте" 0.00652592423401964 0.010863582374924 0.00320122927204046
"привел" 0.0195777727020589 0.00434543294996958 0.0192073756322428
"промеж" 0.00652592423401964 0.00941510472493409 0.00960368781612139
"раза" 0.0228407348190688 0.00651814942495437 0.00640245854408093
"ребенок" 0.0163148105850491 0.00289695529997972 0.0288110634483642
"роман" 0.055470355989167 0.00072423882499493 0
"рюмочку" 0.00652592423401964 0.0115878211999189 0
"саду" 0.00652592423401964 0.0115878211999189 0
"сердцем" 0.00326296211700982 0.010139343549929 0.00960368781612139
"скажешь" 0.00652592423401964 0.010139343549929 0.00640245854408093
"сказывай" 0.0163148105850491 0.00289695529997972 0.0288110634483642
"сквозь" 0.0163148105850491 0.0072423882499493 0.00960368781612139
"смесов" 0.0587333181061768 0 0
"смешно" 0.00978888635102946 0.010139343549929 0.00320122927204046
"сохрани" 0.00326296211700982 0.0123120600249138 0
"стороне" 0.0130518484680393 0.00651814942495437 0.0160061463602023
"стряпчий" 0 0.00434543294996958 0.0384147512644856
"сын" 0.0130518484680393 0.00579391059995944 0.0192073756322428
"увидишь" 0 0.0130362988499087 0
"ух" 0.0130518484680393 0.00869086589993916 0.00640245854408093
"ушел" 0.0163148105850491 0.00941510472493409 0
"фирса" 0 0.0130362988499087 0
"хватает" 0 0.00869086589993916 0.0192073756322428
"целковых" 0.0130518484680393 0.00362119412497465 0.0288110634483642
"церковь" 0 0.00579391059995944 0.0320122927204046
"ii" 0.035892583287108 0.00144847764998986 0.0128049170881619
"благородный" 0.00652592423401964 0.010863582374924 0
"боится" 0.0130518484680393 0.00941510472493409 0
"бросить" 0.00326296211700982 0.0115878211999189 0
"вавиловна" 0.055470355989167 0 0
"вашему" 0.00326296211700982 0.00796662707494423 0.0160061463602023
"вздыхает" 0.00652592423401964 0.00579391059995944 0.0224086049042832
"видала" 0.00978888635102946 0.00869086589993916 0.00640245854408093
"воды" 0.00326296211700982 0.00941510472493409 0.00960368781612139
"волю" 0.00652592423401964 0.00796662707494423 0.0128049170881619
"враг" 0 0.0115878211999189 0.00320122927204046
"делается" 0.00652592423401964 0.010863582374924 0
"деревню" 0.00652592423401964 0.00796662707494423 0.0128049170881619
"держи" 0.0130518484680393 0.00869086589993916 0.00320122927204046
"дяденька" 0.0163148105850491 0.00869086589993916 0
